Response,Effective To Date,Customer,State,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Number of Open Complaints,Months Since Last Claim,Coverage,Monthly Premium Auto,Policy Type,Policy,Months Since Policy Inception,Number of Policies,Renew Offer Type,Vehicle Class,Vehicle Size,Sales Channel,Total Claim Amount,Customer Lifetime Value
0,1/17/11,IP87756,Washington,High School or Below,Unemployed,M,0,Suburban,Single,0,23,Extended,125,Personal Auto,Personal L2,64,1,Offer1,SUV,Small,Branch,900,4151.551337
0,2002-11-11,YG37894,California,College,Retired,F,25925,Suburban,Married,3,5,Basic,72,Corporate Auto,Corporate L3,85,1,Offer2,Two-Door Car,Small,Web,660.587577,2594.905944
0,2002-10-11,SR24177,Nevada,Bachelor,Employed,M,31725,Rural,Single,0,31,Extended,76,Personal Auto,Personal L2,9,5,Offer1,Two-Door Car,Medsize,Agent,177.234,5763.265424
0,1/23/11,BS91742,Washington,College,Employed,M,49659,Suburban,Divorced,0,31,Extended,234,Personal Auto,Personal L3,15,9,Offer3,Luxury Car,Large,Web,1684.8,18370.57004
0,2001-05-11,UJ38473,California,Bachelor,Employed,M,81197,Rural,Married,0,2,Basic,109,Personal Auto,Personal L1,42,2,Offer2,Sports Car,Small,Branch,94.731199,21923.12272
0,1/14/11,BP54465,Arizona,Master,Employed,F,43922,Rural,Married,0,26,Extended,88,Personal Auto,Personal L3,88,2,Offer2,Four-Door Car,Medsize,Web,108.701381,10546.65545
0,2001-02-11,YY12812,Nevada,Bachelor,Employed,F,87123,Rural,Married,0,13,Basic,69,Corporate Auto,Corporate L3,87,2,Offer1,Four-Door Car,Large,Agent,118.468275,8388.717011
0,1/27/11,HW61722,Oregon,Bachelor,Unemployed,F,0,Urban,Married,0,15,Basic,66,Personal Auto,Personal L3,24,2,Offer2,Four-Door Car,Medsize,Web,278.574142,7188.607263
0,2001-02-11,CE17855,Oregon,Master,Employed,F,68745,Suburban,Married,0,5,Extended,80,Personal Auto,Personal L3,42,1,Offer4,Four-Door Car,Medsize,Branch,473.613006,3238.929524
0,2/17/11,ZX50209,California,College,Employed,F,29815,Rural,Single,0,35,Extended,95,Personal Auto,Personal L1,18,2,Offer4,Four-Door Car,Medsize,Agent,76.175672,10960.93667
0,1/25/11,CZ84042,Oregon,High School or Below,Employed,F,53333,Rural,Married,0,4,Basic,66,Personal Auto,Personal L1,34,1,Offer2,Two-Door Car,Medsize,Branch,22.945038,2660.931663
1,2/22/11,SQ54906,Oregon,College,Unemployed,F,0,Suburban,Divorced,4,16,Basic,66,Personal Auto,Personal L3,35,1,Offer1,Four-Door Car,Small,Branch,316.8,2004.350666
0,2002-09-11,QE21030,Washington,High School or Below,Employed,M,24661,Suburban,Married,0,6,Basic,196,Personal Auto,Personal L1,28,7,Offer2,Luxury SUV,Medsize,Call Center,1961.162049,15483.52986
0,2001-06-11,WP60679,Oregon,Bachelor,Employed,M,95351,Urban,Married,0,31,Basic,111,Personal Auto,Personal L1,74,5,Offer1,Sports Car,Medsize,Web,406.48025,8940.579278
0,2001-09-11,BZ47770,Washington,Bachelor,Employed,F,62088,Rural,Married,2,6,Basic,64,Corporate Auto,Corporate L2,28,4,Offer1,Two-Door Car,Medsize,Agent,73.258034,5083.789524
1,2/23/11,TS76653,Nevada,Master,Unemployed,F,0,Suburban,Single,0,15,Extended,122,Personal Auto,Personal L2,47,9,Offer1,Sports Car,Medsize,Branch,650.52179,9031.214859
0,2/13/11,IJ28717,Oregon,College,Employed,M,31503,Suburban,Married,3,17,Basic,105,Personal Auto,Personal L2,74,2,Offer1,SUV,Medsize,Agent,504,32098.32209
1,2001-11-11,XL78013,Oregon,College,Employed,M,49078,Suburban,Single,0,10,Extended,97,Corporate Auto,Corporate L3,3,2,Offer2,Four-Door Car,Medsize,Branch,484.013411,22332.43946
0,1/16/11,KN90631,Nevada,High School or Below,Retired,F,28120,Suburban,Married,0,7,Basic,112,Personal Auto,Personal L3,52,3,Offer1,SUV,Medsize,Web,537.6,8560.162384
0,2/25/11,KU59569,California,College,Unemployed,F,0,Suburban,Single,0,3,Basic,106,Personal Auto,Personal L3,90,8,Offer2,Sports Car,Medsize,Agent,763.2,7714.623619
0,2002-10-11,IE71278,California,Bachelor,Employed,M,44369,Urban,Divorced,3,7,Extended,77,Personal Auto,Personal L2,35,1,Offer1,Four-Door Car,Medsize,Web,362.276183,2936.993695
0,1/20/11,VY76337,Washington,High School or Below,Disabled,M,15131,Suburban,Married,0,14,Basic,67,Personal Auto,Personal L3,13,9,Offer1,Four-Door Car,Large,Agent,321.6,5112.104787
0,2002-08-11,YC77374,California,Bachelor,Employed,F,26890,Suburban,Married,0,28,Basic,65,Personal Auto,Personal L3,37,4,Offer2,Two-Door Car,Small,Branch,312,5119.901412
0,2002-12-11,FX78218,California,Doctor,Employed,M,45855,Rural,Married,1,0,Basic,62,Personal Auto,Personal L3,26,1,Offer3,Four-Door Car,Large,Web,0.887629,2494.869528
1,1/31/11,ZK11389,Oregon,Bachelor,Employed,M,76358,Rural,Married,0,25,Basic,66,Corporate Auto,Corporate L1,3,2,Offer3,Four-Door Car,Medsize,Agent,86.461582,23594.6802
0,2001-01-11,MO82744,California,Bachelor,Employed,F,45586,Urban,Divorced,0,17,Basic,72,Personal Auto,Personal L2,20,4,Offer1,Four-Door Car,Medsize,Branch,203.42306,5656.203464
0,2001-01-11,GG20671,Nevada,College,Employed,M,43267,Suburban,Married,0,8,Extended,78,Special Auto,Special L2,10,2,Offer4,Four-Door Car,Large,Agent,453.073096,15673.13621
0,1/24/11,YC53575,Oregon,High School or Below,Unemployed,M,0,Suburban,Single,0,15,Extended,82,Personal Auto,Personal L2,20,2,Offer2,Four-Door Car,Medsize,Branch,590.4,8509.453945
0,2001-03-11,ES82658,Oregon,Master,Employed,M,46648,Rural,Divorced,0,8,Extended,81,Personal Auto,Personal L3,26,7,Offer4,Four-Door Car,Medsize,Web,123.576765,6418.24871
0,1/19/11,SU44811,Oregon,High School or Below,Employed,F,42406,Rural,Married,0,15,Extended,77,Corporate Auto,Corporate L3,49,1,Offer4,Four-Door Car,Medsize,Call Center,108.871857,3055.70113
0,2/20/11,AZ43057,California,Master,Employed,M,50798,Rural,Married,0,21,Basic,72,Personal Auto,Personal L3,59,7,Offer2,Four-Door Car,Medsize,Call Center,64.977867,5746.05593
1,1/31/11,XU56756,Oregon,Bachelor,Employed,M,76358,Rural,Married,0,25,Basic,66,Personal Auto,Personal L1,3,2,Offer3,Four-Door Car,Medsize,Agent,86.461582,23594.6802
1,2/23/11,TM24806,Oregon,College,Retired,M,13528,Suburban,Single,0,21,Extended,86,Personal Auto,Personal L2,35,3,Offer1,Four-Door Car,Medsize,Agent,412.8,6005.847375
0,2001-10-11,ZH18791,Oregon,Bachelor,Unemployed,M,0,Rural,Married,0,21,Basic,67,Personal Auto,Personal L3,85,8,Offer1,Four-Door Car,Medsize,Branch,80.753763,5028.839465
0,1/31/11,CE10235,California,Bachelor,Employed,F,85023,Suburban,Married,0,4,Extended,85,Personal Auto,Personal L1,69,1,Offer2,Four-Door Car,Medsize,Agent,408,3409.677392
0,2/27/11,IQ96928,Oregon,High School or Below,Unemployed,F,0,Suburban,Single,0,20,Basic,62,Corporate Auto,Corporate L1,9,7,Offer1,Four-Door Car,Small,Agent,675.661163,4348.139173
0,2/16/11,BM55732,Nevada,High School or Below,Employed,F,74460,Suburban,Married,0,3,Basic,69,Corporate Auto,Corporate L2,25,2,Offer4,Two-Door Car,Medsize,Web,331.2,8337.194193
0,2001-11-11,PC76141,Nevada,Bachelor,Medical Leave,M,22932,Suburban,Married,0,2,Basic,62,Personal Auto,Personal L1,97,1,Offer1,Four-Door Car,Small,Web,297.6,2346.675378
0,1/29/11,RV98208,Arizona,College,Employed,F,54189,Rural,Married,0,11,Basic,62,Personal Auto,Personal L1,84,3,Offer1,Two-Door Car,Medsize,Agent,29.035528,4991.035369
0,1/28/11,LJ21457,California,College,Employed,M,42247,Suburban,Divorced,0,4,Basic,74,Personal Auto,Personal L3,52,1,Offer3,Two-Door Car,Small,Web,355.2,2879.505701
0,2001-03-11,MV86976,California,High School or Below,Unemployed,M,0,Suburban,Single,0,31,Extended,96,Personal Auto,Personal L2,85,1,Offer1,Four-Door Car,Medsize,Agent,726.132858,3482.038245
0,1/13/11,HS13676,California,High School or Below,Unemployed,M,0,Suburban,Single,0,3,Premium,117,Personal Auto,Personal L2,33,9,Offer1,Four-Door Car,Medsize,Agent,983.127481,8216.391903
0,2001-08-11,OX35378,Oregon,Bachelor,Employed,M,36706,Suburban,Married,0,19,Extended,80,Personal Auto,Personal L3,67,1,Offer1,Four-Door Car,Medsize,Agent,488.296267,3155.45562
0,2001-10-11,VL95438,Arizona,College,Employed,M,67899,Suburban,Married,1,5,Basic,66,Corporate Auto,Corporate L3,31,6,Offer3,Four-Door Car,Medsize,Agent,316.8,5292.202092
0,2001-05-11,YU32377,Oregon,College,Unemployed,F,0,Suburban,Single,0,4,Basic,61,Corporate Auto,Corporate L2,68,2,Offer3,Two-Door Car,Medsize,Call Center,365.820487,6553.943457
0,2/23/11,QW88350,Washington,College,Employed,F,41900,Urban,Married,0,0,Basic,63,Corporate Auto,Corporate L3,34,2,Offer2,Four-Door Car,Large,Web,170.496071,7618.442045
0,2/15/11,TM61357,Nevada,Bachelor,Employed,M,72786,Urban,Married,0,10,Extended,76,Personal Auto,Personal L1,9,2,Offer4,Four-Door Car,Medsize,Agent,363.845631,24610.78085
0,1/30/11,CP99334,Oregon,College,Employed,F,60108,Suburban,Married,0,0,Extended,78,Personal Auto,Personal L3,63,1,Offer1,Four-Door Car,Medsize,Agent,507.060901,3142.81161
0,2001-12-11,AO20938,Arizona,High School or Below,Employed,F,31433,Suburban,Married,0,5,Basic,100,Personal Auto,Personal L1,23,2,Offer2,SUV,Small,Call Center,635.020091,32021.40422
0,2001-07-11,OY32548,Washington,College,Employed,F,27940,Rural,Married,1,21,Basic,65,Personal Auto,Personal L3,3,4,Offer2,Two-Door Car,Medsize,Agent,27.66775,5096.700181
0,2001-05-11,XE36531,California,High School or Below,Employed,F,51246,Suburban,Married,0,4,Extended,122,Personal Auto,Personal L3,89,1,Offer2,SUV,Medsize,Web,817.692013,4889.609695
0,1/14/11,SZ86381,Oregon,Bachelor,Employed,M,56587,Suburban,Divorced,1,4,Basic,65,Personal Auto,Personal L3,88,6,Offer1,Four-Door Car,Medsize,Web,312,5112.570311
0,2001-04-11,YY29772,Arizona,High School or Below,Employed,F,45025,Suburban,Married,1,35,Basic,69,Personal Auto,Personal L2,85,1,Offer1,Four-Door Car,Medsize,Agent,452.271771,2725.322949
0,2001-10-11,FG69718,California,High School or Below,Unemployed,F,0,Suburban,Single,0,13,Extended,132,Corporate Auto,Corporate L3,47,3,Offer1,SUV,Medsize,Call Center,950.4,9780.852337
0,2002-04-11,MI81870,Arizona,Bachelor,Employed,F,22799,Suburban,Married,0,10,Premium,190,Corporate Auto,Corporate L1,75,6,Offer2,SUV,Medsize,Branch,912,15042.57658
0,1/26/11,QH27767,Oregon,Doctor,Employed,M,82601,Urban,Divorced,0,9,Basic,66,Personal Auto,Personal L2,38,3,Offer4,Four-Door Car,Medsize,Agent,186.387874,5308.291752
1,2/20/11,IV54766,Oregon,Master,Employed,F,22705,Suburban,Divorced,0,19,Extended,239,Personal Auto,Personal L1,59,7,Offer2,Luxury SUV,Medsize,Agent,1294.700423,19160.98994
0,2001-08-11,AD33653,Oregon,High School or Below,Unemployed,M,0,Suburban,Married,0,13,Extended,92,Personal Auto,Personal L2,17,1,Offer1,Two-Door Car,Medsize,Agent,441.6,3324.551776
0,1/30/11,HU54636,California,College,Employed,F,41212,Urban,Married,0,13,Extended,95,Personal Auto,Personal L1,27,1,Offer4,Four-Door Car,Medsize,Web,405.443681,3791.549972
0,2002-03-11,CD45044,Arizona,High School or Below,Unemployed,F,0,Suburban,Single,0,3,Basic,70,Personal Auto,Personal L2,94,2,Offer1,Four-Door Car,Medsize,Agent,504,7600.034998
0,2002-05-11,CB61335,California,High School or Below,Employed,F,21687,Suburban,Married,0,10,Extended,88,Personal Auto,Personal L3,68,8,Offer2,Four-Door Car,Medsize,Agent,603.100479,6950.100195
1,1/28/11,DL53457,California,College,Medical Leave,F,22571,Suburban,Single,0,29,Basic,63,Personal Auto,Personal L3,51,9,Offer2,Four-Door Car,Large,Web,302.4,4605.036646
0,2002-11-11,YG68142,Oregon,High School or Below,Employed,F,72032,Suburban,Married,0,10,Basic,72,Personal Auto,Personal L2,73,4,Offer2,Four-Door Car,Medsize,Web,438.149129,5864.381825
0,2/19/11,UI24036,Washington,Bachelor,Employed,F,42570,Urban,Married,0,5,Extended,128,Personal Auto,Personal L2,52,2,Offer2,SUV,Large,Agent,587.409205,15374.18296
1,2001-05-11,LD63324,Arizona,College,Employed,M,62873,Urban,Divorced,0,0,Extended,81,Corporate Auto,Corporate L3,41,1,Offer2,Four-Door Car,Medsize,Call Center,207.75186,3230.576665
0,1/22/11,LB29621,Oregon,Bachelor,Employed,F,21370,Rural,Married,0,1,Extended,77,Corporate Auto,Corporate L3,35,2,Offer2,Four-Door Car,Medsize,Call Center,105.181202,9294.54951
0,2001-10-11,XB43625,Arizona,Bachelor,Employed,F,66081,Rural,Single,1,31,Basic,64,Personal Auto,Personal L3,92,1,Offer1,Four-Door Car,Small,Branch,42.029731,2504.871709
0,2002-01-11,FI65786,Oregon,Master,Employed,F,93854,Suburban,Married,0,18,Extended,87,Corporate Auto,Corporate L2,41,9,Offer4,Two-Door Car,Large,Web,417.6,7081.690974
0,2002-03-11,ZC61874,Arizona,Doctor,Disabled,F,19429,Suburban,Married,0,18,Extended,122,Special Auto,Special L1,21,9,Offer1,SUV,Small,Branch,683.45551,9560.049227
0,1/31/11,QA66968,California,Bachelor,Employed,F,46879,Urban,Married,2,3,Extended,86,Personal Auto,Personal L3,62,3,Offer1,Four-Door Car,Medsize,Agent,324.944098,6756.062791
0,2001-04-11,YQ98322,Oregon,Bachelor,Employed,M,36791,Suburban,Divorced,0,26,Basic,68,Personal Auto,Personal L2,62,3,Offer1,Four-Door Car,Medsize,Agent,326.4,5290.666331
0,2/17/11,EN27946,California,High School or Below,Employed,M,40211,Suburban,Married,2,5,Premium,106,Personal Auto,Personal L2,98,6,Offer1,Two-Door Car,Small,Call Center,710.740743,8391.133455
0,2002-05-11,GT18396,Arizona,College,Employed,M,48642,Rural,Married,0,23,Extended,77,Personal Auto,Personal L2,69,2,Offer2,Four-Door Car,Medsize,Branch,92.307736,21151.2328
0,2002-03-11,KL43280,California,College,Employed,M,69063,Suburban,Married,0,12,Premium,115,Personal Auto,Personal L1,65,3,Offer1,Two-Door Car,Small,Branch,552,9264.32766
0,1/19/11,DB93245,Arizona,Doctor,Employed,F,87455,Urban,Divorced,0,10,Basic,71,Corporate Auto,Corporate L3,46,1,Offer2,Four-Door Car,Medsize,Call Center,329.238904,2853.600347
0,1/16/11,SN53710,Washington,High School or Below,Employed,M,80101,Suburban,Single,0,16,Extended,79,Personal Auto,Personal L3,8,3,Offer3,Four-Door Car,Medsize,Call Center,442.9167,6245.443568
0,2001-11-11,IB82793,California,High School or Below,Unemployed,M,0,Suburban,Divorced,1,13,Basic,61,Corporate Auto,Corporate L3,81,1,Offer1,Four-Door Car,Medsize,Agent,292.8,2129.063055
0,2/18/11,CT74097,Nevada,College,Employed,M,51817,Suburban,Divorced,4,20,Extended,129,Personal Auto,Personal L1,78,2,Offer1,SUV,Small,Branch,712.833284,14789.61805
0,1/18/11,HE20556,Arizona,Bachelor,Employed,F,31561,Suburban,Divorced,0,8,Basic,68,Personal Auto,Personal L3,62,7,Offer3,Four-Door Car,Medsize,Web,326.4,5324.38786
0,2/21/11,RQ41621,Arizona,Doctor,Employed,F,64640,Urban,Divorced,2,5,Basic,73,Personal Auto,Personal L3,94,1,Offer3,Four-Door Car,Medsize,Agent,327.912134,2862.729074
0,2/19/11,TB88830,California,Master,Employed,F,64220,Rural,Married,0,3,Basic,107,Personal Auto,Personal L2,86,7,Offer1,SUV,Medsize,Branch,48.782626,8614.686004
0,2/14/11,LV94312,Oregon,College,Employed,M,33580,Suburban,Married,0,17,Basic,62,Corporate Auto,Corporate L3,77,3,Offer1,Four-Door Car,Medsize,Agent,315.326222,4931.503095
0,2002-11-11,PT45842,Arizona,College,Unemployed,M,0,Suburban,Single,0,10,Basic,64,Personal Auto,Personal L3,15,5,Offer1,Two-Door Car,Small,Web,770.254285,4642.020128
1,2001-03-11,CV49750,Arizona,Bachelor,Unemployed,M,0,Suburban,Married,0,9,Basic,65,Personal Auto,Personal L3,31,2,Offer2,Two-Door Car,Medsize,Agent,312,21423.63723
0,2001-03-11,RB63074,Oregon,High School or Below,Unemployed,M,0,Suburban,Single,0,0,Basic,67,Personal Auto,Personal L1,79,3,Offer2,Four-Door Car,Medsize,Branch,482.4,4858.067125
0,2002-02-11,XX73066,Arizona,Master,Employed,M,43318,Rural,Married,0,35,Basic,66,Personal Auto,Personal L2,28,5,Offer2,Four-Door Car,Medsize,Branch,48.936563,5261.101863
0,2002-07-11,VN22337,California,College,Employed,F,83869,Urban,Married,0,10,Extended,81,Personal Auto,Personal L1,23,1,Offer1,Four-Door Car,Medsize,Agent,348.186032,3274.037562
0,2001-01-11,BA19651,California,High School or Below,Employed,M,43875,Urban,Divorced,0,18,Extended,78,Corporate Auto,Corporate L3,33,5,Offer3,Four-Door Car,Medsize,Agent,289.468771,6134.38779
0,1/17/11,UX18122,Washington,Bachelor,Employed,F,59016,Suburban,Married,0,3,Extended,92,Corporate Auto,Corporate L1,65,1,Offer2,Four-Door Car,Medsize,Web,441.6,3690.698916
0,2/26/11,HY46017,California,College,Employed,F,70793,Rural,Married,0,32,Basic,69,Personal Auto,Personal L3,1,1,Offer2,Four-Door Car,Large,Web,62.625841,2776.772734
1,1/18/11,ZI95657,California,Doctor,Employed,M,24164,Suburban,Divorced,0,2,Extended,137,Personal Auto,Personal L3,40,5,Offer2,Sports Car,Medsize,Agent,657.6,10972.06778
0,2/17/11,MK93363,Washington,Master,Employed,F,29133,Suburban,Married,0,27,Basic,104,Personal Auto,Personal L1,76,1,Offer2,Sports Car,Medsize,Branch,499.2,4177.666255
1,2001-06-11,UM26324,Washington,High School or Below,Employed,M,81082,Urban,Married,0,5,Basic,73,Corporate Auto,Corporate L3,85,4,Offer2,Four-Door Car,Large,Agent,281.295903,5838.89915
0,1/23/11,ZN18884,California,Bachelor,Unemployed,M,0,Suburban,Single,0,17,Basic,65,Corporate Auto,Corporate L2,41,2,Offer4,Four-Door Car,Medsize,Call Center,312,6462.22199
0,2001-11-11,PN18863,California,College,Employed,M,21277,Suburban,Divorced,0,1,Basic,66,Corporate Auto,Corporate L3,42,9,Offer2,Four-Door Car,Medsize,Web,316.8,5109.50079
0,2002-07-11,BK76340,California,High School or Below,Disabled,M,16924,Suburban,Single,0,23,Extended,226,Personal Auto,Personal L2,69,1,Offer1,Luxury SUV,Medsize,Branch,1084.8,8278.716567
0,2/24/11,QZ83992,California,College,Medical Leave,M,10540,Suburban,Married,0,33,Basic,115,Corporate Auto,Corporate L1,76,3,Offer1,SUV,Medsize,Agent,552,8682.234653
0,2/22/11,WE23159,Oregon,High School or Below,Unemployed,M,0,Suburban,Single,0,4,Extended,133,Special Auto,Special L2,58,3,Offer2,Sports Car,Small,Agent,1361.993232,9415.901707
1,2001-05-11,GA86186,Oregon,College,Employed,M,62873,Urban,Divorced,0,0,Extended,81,Special Auto,Special L3,41,1,Offer2,Four-Door Car,Medsize,Call Center,207.75186,3230.576665
0,2002-03-11,ZM24497,California,High School or Below,Employed,M,98623,Suburban,Married,0,17,Extended,211,Personal Auto,Personal L3,69,9,Offer4,Luxury SUV,Large,Web,1012.8,17019.1929
1,2/20/11,EY97047,Oregon,College,Employed,M,37876,Urban,Single,0,13,Basic,69,Corporate Auto,Corporate L2,15,1,Offer2,Four-Door Car,Medsize,Agent,300.056383,2647.519741
0,2001-02-11,NW14895,Arizona,Bachelor,Employed,M,77469,Suburban,Divorced,1,2,Basic,109,Personal Auto,Personal L2,98,2,Offer1,SUV,Small,Agent,757.170246,12883.11573
0,1/14/11,KS42294,California,College,Employed,F,30535,Rural,Married,0,22,Basic,66,Personal Auto,Personal L3,18,2,Offer2,Four-Door Car,Small,Call Center,94.142294,20930.05217
0,2002-07-11,DQ50258,California,College,Unemployed,M,0,Suburban,Single,0,17,Basic,67,Personal Auto,Personal L3,4,4,Offer2,Four-Door Car,Medsize,Agent,482.4,4814.350556
0,2002-10-11,XK10881,Oregon,Bachelor,Employed,M,39310,Rural,Married,0,5,Basic,61,Personal Auto,Personal L3,89,3,Offer1,Four-Door Car,Medsize,Agent,93.181865,4836.892172
0,2/27/11,LC20778,Nevada,Master,Medical Leave,F,27229,Suburban,Single,0,20,Extended,99,Personal Auto,Personal L2,9,2,Offer3,Four-Door Car,Small,Agent,475.2,18745.39592
0,2001-05-11,LH87004,Washington,College,Employed,M,41418,Suburban,Divorced,0,17,Basic,112,Personal Auto,Personal L3,80,2,Offer3,SUV,Small,Branch,537.6,17367.52612
0,1/18/11,SZ17657,Oregon,College,Employed,F,67840,Rural,Married,0,34,Basic,112,Personal Auto,Personal L3,56,5,Offer2,SUV,Small,Web,83.240006,9012.922138
0,1/28/11,RI44399,California,Bachelor,Unemployed,F,0,Suburban,Single,0,24,Extended,80,Corporate Auto,Corporate L3,20,7,Offer1,Four-Door Car,Medsize,Call Center,871.055266,5871.607022
1,1/25/11,RF73080,Oregon,College,Retired,M,23091,Suburban,Married,5,28,Extended,96,Personal Auto,Personal L3,90,5,Offer1,Four-Door Car,Medsize,Agent,460.8,5926.729379
0,2/16/11,QA69109,Arizona,Master,Employed,F,69468,Urban,Married,0,2,Basic,67,Personal Auto,Personal L3,3,3,Offer2,Four-Door Car,Medsize,Call Center,302.733593,5453.709172
0,2001-07-11,FK85203,California,High School or Below,Employed,M,74143,Suburban,Married,0,1,Basic,114,Personal Auto,Personal L3,61,6,Offer1,SUV,Medsize,Branch,547.2,9106.867749
0,2002-12-11,ET44462,Arizona,High School or Below,Employed,M,65165,Suburban,Married,1,14,Extended,126,Personal Auto,Personal L1,18,1,Offer2,SUV,Medsize,Web,604.8,5013.136429
0,1/16/11,SK27185,California,College,Employed,F,50537,Rural,Married,0,10,Premium,165,Personal Auto,Personal L3,35,1,Offer1,SUV,Medsize,Branch,60.005031,6672.05628
1,2001-09-11,JW87443,Oregon,College,Employed,F,72608,Suburban,Married,3,26,Extended,82,Personal Auto,Personal L3,19,8,Offer2,Four-Door Car,Medsize,Agent,393.6,6521.368813
0,1/20/11,OM37610,Nevada,High School or Below,Employed,F,26312,Suburban,Married,1,29,Premium,110,Personal Auto,Personal L3,19,2,Offer1,Four-Door Car,Medsize,Web,565.837664,13024.22378
0,1/14/11,TJ58873,Oregon,High School or Below,Employed,M,56900,Urban,Married,0,11,Basic,68,Personal Auto,Personal L3,34,1,Offer3,Four-Door Car,Medsize,Agent,304.115627,2748.800067
0,2/16/11,WE97690,Oregon,Bachelor,Employed,F,60707,Urban,Married,0,2,Basic,70,Corporate Auto,Corporate L2,24,1,Offer2,Four-Door Car,Medsize,Web,327.061103,2803.59608
0,1/24/11,HH99354,Oregon,Bachelor,Employed,M,67276,Urban,Married,0,7,Basic,61,Personal Auto,Personal L2,74,2,Offer2,Two-Door Car,Medsize,Call Center,181.804443,7231.000788
0,1/19/11,UN90060,Oregon,High School or Below,Employed,F,30865,Rural,Married,0,33,Basic,104,Personal Auto,Personal L3,31,7,Offer1,SUV,Medsize,Web,21.261834,8329.286254
1,1/16/11,BR76202,California,Master,Employed,F,79487,Suburban,Divorced,0,20,Basic,114,Personal Auto,Personal L2,87,1,Offer2,SUV,Medsize,Branch,547.2,4626.801093
1,1/13/11,MO48960,California,Doctor,Unemployed,F,0,Suburban,Married,1,18,Extended,84,Personal Auto,Personal L2,25,4,Offer1,Four-Door Car,Medsize,Agent,481.025786,6265.343299
0,1/19/11,QG50480,Oregon,College,Unemployed,M,0,Rural,Married,0,18,Basic,62,Personal Auto,Personal L3,75,3,Offer1,Two-Door Car,Medsize,Agent,135.851316,4504.16329
0,2/14/11,RE73564,Oregon,Bachelor,Employed,F,41098,Urban,Married,0,3,Extended,96,Personal Auto,Personal L1,15,2,Offer1,Two-Door Car,Medsize,Branch,250.058657,11533.47722
0,2001-04-11,EN32990,Arizona,College,Employed,F,89158,Urban,Single,0,34,Basic,67,Personal Auto,Personal L2,71,6,Offer1,Four-Door Car,Medsize,Branch,272.195232,5349.996572
0,1/22/11,OO97388,Oregon,Master,Employed,F,99612,Suburban,Married,0,14,Basic,70,Personal Auto,Personal L1,20,1,Offer2,Two-Door Car,Small,Agent,336,2855.687705
0,2002-08-11,JN66901,Nevada,High School or Below,Unemployed,M,0,Suburban,Single,0,22,Basic,194,Corporate Auto,Corporate L1,79,1,Offer4,Luxury SUV,Medsize,Web,2306.508397,6601.611299
0,1/23/11,UI64573,Oregon,High School or Below,Employed,F,94885,Rural,Married,3,18,Extended,86,Personal Auto,Personal L1,10,1,Offer2,Four-Door Car,Medsize,Web,170.532133,3470.177816
0,2002-05-11,HJ64867,Arizona,College,Employed,F,78352,Rural,Divorced,0,33,Basic,74,Personal Auto,Personal L2,3,7,Offer4,Two-Door Car,Medsize,Web,152.365482,5895.106386
0,2002-11-11,MT35297,Oregon,High School or Below,Employed,F,43460,Suburban,Married,0,4,Basic,63,Personal Auto,Personal L2,18,3,Offer3,Four-Door Car,Small,Branch,302.4,5065.935608
1,1/31/11,VB69838,Oregon,High School or Below,Employed,F,46587,Suburban,Divorced,2,34,Premium,119,Personal Auto,Personal L3,74,2,Offer1,Four-Door Car,Medsize,Call Center,571.2,41787.90343
0,2002-10-11,JR34589,Nevada,High School or Below,Employed,F,21236,Rural,Married,0,3,Extended,123,Personal Auto,Personal L2,12,1,Offer2,SUV,Medsize,Call Center,131.262395,4882.286714
0,2001-06-11,EI85578,California,Bachelor,Unemployed,F,0,Rural,Married,0,15,Basic,106,Personal Auto,Personal L3,30,1,Offer3,SUV,Medsize,Agent,117.229971,3837.615029
0,2001-12-11,DH85144,Oregon,College,Unemployed,M,0,Suburban,Single,0,11,Basic,65,Personal Auto,Personal L3,52,1,Offer2,Four-Door Car,Medsize,Branch,312,2154.073997
0,2001-05-11,HC31007,California,High School or Below,Unemployed,M,0,Suburban,Married,0,35,Basic,68,Personal Auto,Personal L2,65,7,Offer1,Four-Door Car,Medsize,Agent,457.169818,5049.118385
1,1/21/11,MT58123,California,College,Employed,M,28432,Suburban,Married,0,1,Basic,118,Corporate Auto,Corporate L2,59,2,Offer2,SUV,Small,Branch,612.300581,13869.92705
0,2/13/11,GQ78238,Oregon,High School or Below,Employed,M,65167,Suburban,Married,0,22,Extended,131,Personal Auto,Personal L2,85,1,Offer2,SUV,Medsize,Call Center,628.8,5213.3743
0,1/26/11,UO44449,Washington,College,Employed,F,33700,Urban,Married,0,26,Basic,62,Corporate Auto,Corporate L3,72,3,Offer1,Four-Door Car,Medsize,Agent,274.114843,4911.115538
0,2/13/11,VK98618,Arizona,College,Unemployed,F,0,Suburban,Single,0,14,Basic,105,Personal Auto,Personal L3,21,7,Offer2,SUV,Large,Agent,756,7751.855026
1,2002-01-11,BG30513,California,College,Retired,F,13663,Suburban,Single,0,1,Extended,97,Personal Auto,Personal L2,66,2,Offer1,Four-Door Car,Small,Branch,465.6,25464.82059
0,1/18/11,KD20203,Oregon,College,Unemployed,M,0,Suburban,Married,0,4,Extended,131,Corporate Auto,Corporate L2,49,9,Offer4,SUV,Small,Agent,628.8,9472.956706
