ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_rating
8834,F,Ship,7,307,4,low,F,1,1589,1,0
8835,A,Ship,5,252,5,low,M,2,1847,1,0
8836,B,Ship,5,225,5,low,M,5,1015,0,0
8837,C,Ship,6,258,4,low,M,9,1104,0,0
8838,F,Ship,7,254,4,medium,F,6,1491,1,1
8839,D,Ship,5,232,5,low,M,6,1427,0,0
8840,F,Ship,7,255,4,medium,F,8,1088,1,0
8841,A,Ship,5,235,5,low,M,4,1990,0,0
8842,B,Ship,7,269,4,medium,M,4,1118,1,0
8843,C,Ship,3,211,3,medium,M,1,4889,1,0
8844,F,Ship,3,195,2,medium,F,10,4031,0,0
8845,D,Ship,4,208,2,low,M,1,4039,0,1
8846,F,Ship,3,176,2,medium,F,8,5597,1,1
8847,A,Ship,5,258,3,medium,F,8,5694,0,0
8848,B,Ship,4,224,3,medium,F,6,5054,1,0
8849,C,Ship,4,263,3,medium,M,3,4677,0,0
8850,F,Ship,3,203,10,medium,F,1,4996,0,1
8851,D,Ship,4,266,7,medium,M,3,5672,1,0
8852,F,Ship,6,189,3,medium,F,3,5062,0,0
8853,A,Ship,3,242,8,medium,M,4,4943,0,0
8854,B,Ship,4,265,4,medium,F,10,4575,1,0
8855,C,Ship,3,138,10,low,F,4,4496,1,0
8856,F,Ship,4,268,3,low,F,10,5998,0,0
8857,D,Ship,4,211,7,high,M,4,4476,1,0
8858,F,Ship,6,137,8,low,F,9,4374,1,0
8859,A,Ship,4,234,5,low,F,3,1469,1,1
8860,B,Ship,5,242,5,low,F,8,1815,0,0
8861,C,Ship,7,307,4,low,M,4,1371,1,0
8862,F,Ship,6,260,4,low,F,1,1775,0,0
8863,D,Ship,4,239,5,low,M,6,1336,0,1
8864,F,Ship,6,305,4,low,M,2,1196,0,0
8865,A,Ship,5,254,6,low,M,1,1021,0,0
8866,B,Ship,2,258,5,low,F,6,1727,0,0
8867,C,Ship,5,267,6,low,M,3,1803,0,0
8868,F,Ship,4,246,5,low,F,2,1024,1,1
8869,D,Ship,4,246,5,low,M,5,1395,0,0
8870,F,Ship,4,261,5,medium,F,2,1829,0,0
8871,A,Ship,5,239,5,low,M,10,1784,0,0
8872,B,Ship,5,245,5,low,M,10,1289,1,1
8873,C,Ship,5,237,5,medium,F,4,1567,0,0
8874,F,Ship,7,307,4,low,M,2,1983,0,0
8875,D,Ship,5,252,5,low,M,4,1308,0,0
8876,F,Ship,5,225,5,low,F,6,2000,0,0
8877,A,Ship,6,281,4,medium,F,8,1884,0,0
8878,B,Ship,6,269,4,medium,F,7,1249,1,1
8879,C,Road,4,271,5,medium,F,3,1328,0,0
8880,F,Road,5,239,5,medium,F,6,1310,1,0
8881,D,Road,7,308,4,medium,M,1,1477,1,1
8882,F,Road,6,256,4,low,F,7,1372,1,0
8883,A,Road,4,251,5,medium,F,7,1070,1,1
8884,B,Road,5,270,5,medium,M,9,1764,1,0
8885,C,Road,6,289,4,low,F,1,1656,0,0
8886,F,Road,6,253,4,medium,F,6,1961,0,0
8887,D,Road,7,305,4,medium,F,5,1198,0,0
8888,F,Road,3,219,6,low,F,2,1837,0,0
8889,A,Road,4,231,5,medium,F,10,1144,0,0
8890,B,Road,6,298,4,medium,F,8,1437,1,0
8891,C,Road,6,282,4,low,M,4,1035,0,1
8892,F,Road,5,240,5,low,M,4,1389,0,0
8893,D,Road,5,223,5,medium,F,6,1883,0,0
8894,F,Road,4,226,5,low,M,9,1530,0,0
8895,A,Road,5,253,5,low,F,4,1482,0,1
8896,B,Road,6,249,4,low,M,2,1516,0,0
8897,C,Road,6,294,4,medium,M,5,1174,0,0
8898,F,Road,5,225,5,low,M,2,1812,0,0
8899,D,Road,6,253,4,low,M,2,1893,1,1
8900,F,Road,5,236,5,medium,M,10,1961,0,0
8901,A,Flight,7,284,4,low,F,1,1085,1,0
8902,B,Flight,5,244,5,low,M,1,1875,1,0
8903,C,Flight,6,269,4,low,F,4,1948,1,0
8904,F,Flight,6,308,4,low,F,7,1078,0,1
8905,D,Flight,6,270,4,low,F,10,1698,0,0
8906,F,Flight,5,238,5,low,M,1,1871,1,0
8907,A,Flight,4,295,3,low,F,2,1693,0,1
8908,B,Flight,2,310,3,low,M,1,1549,1,0
8909,C,Flight,6,290,4,medium,M,1,1111,0,0
8910,F,Flight,7,288,4,high,M,4,1321,0,0
8911,D,Flight,6,299,4,low,M,2,1192,0,1
8912,F,Flight,6,243,4,low,F,6,1898,1,1
8913,A,Flight,5,229,5,low,F,1,1196,0,0
8914,B,Flight,6,288,4,medium,M,9,1405,1,0
8915,C,Flight,6,276,4,low,M,6,1670,1,0
8916,F,Flight,7,270,4,medium,F,5,1735,0,0
8917,D,Flight,4,246,5,medium,M,10,1646,1,0
8918,F,Flight,5,269,5,low,M,5,1742,0,1
8919,A,Flight,5,241,5,low,F,2,1834,1,0
8920,B,Flight,4,248,5,medium,M,2,1651,0,0
8921,C,Flight,6,271,4,medium,M,3,1636,0,0
8922,F,Flight,4,250,5,medium,M,6,1662,0,1
8923,D,Ship,5,229,5,medium,M,2,1975,1,1
8924,F,Ship,7,296,4,low,M,4,1392,0,0
8925,A,Ship,6,307,4,low,F,3,1977,0,0
8926,B,Ship,7,258,4,low,F,3,1482,0,0
8927,C,Ship,6,255,4,medium,F,3,1355,0,0
8928,F,Ship,5,163,3,medium,M,1,1836,0,0
8929,D,Ship,5,265,6,low,M,4,1937,1,1
8930,F,Ship,4,269,5,low,M,2,1273,1,0
8931,A,Ship,6,273,5,low,M,8,1746,1,0
8932,B,Ship,5,257,5,low,M,5,1657,0,1
8933,C,Ship,6,258,4,medium,M,9,1924,0,0
8934,F,Ship,5,140,5,medium,F,6,1823,0,0
8935,D,Ship,5,268,5,medium,F,2,1061,1,0
8936,F,Ship,6,279,4,low,F,5,1241,0,0
8937,A,Ship,4,225,5,medium,M,3,1224,0,0
8938,B,Ship,6,296,4,medium,M,5,1782,1,0
8939,C,Ship,5,162,4,low,F,6,1968,0,0
8940,F,Ship,4,208,3,medium,F,7,4525,1,0
8941,D,Ship,4,185,2,medium,F,3,5356,0,0
8942,F,Ship,4,270,2,medium,F,6,5221,0,0
8943,A,Ship,3,266,3,low,F,8,4574,0,0
8944,B,Ship,4,148,2,low,M,2,4883,1,1
8945,C,Ship,4,201,3,low,F,1,5898,1,1
8946,F,Ship,4,171,2,medium,F,1,5717,0,0
8947,D,Ship,4,236,3,low,M,1,4752,0,0
8948,F,Ship,4,220,3,low,F,4,5622,0,0
8949,A,Ship,4,161,4,low,F,9,4713,1,0
8950,B,Ship,5,241,3,low,M,7,5342,0,0
8951,C,Ship,5,208,2,low,M,9,4569,0,0
8952,F,Ship,6,150,3,medium,M,3,5747,0,1
8953,D,Ship,4,233,2,medium,F,3,4748,0,0
8954,F,Ship,2,98,5,medium,M,10,4368,0,0
8955,A,Ship,3,271,5,low,M,5,4880,0,0
8956,B,Ship,2,247,3,low,F,4,4686,1,0
8957,C,Ship,3,218,4,low,M,4,5330,0,1
8958,F,Ship,5,182,4,medium,M,5,4770,1,0
8959,D,Ship,4,261,2,medium,F,4,5926,1,0
8960,F,Ship,5,167,3,low,M,9,4660,0,0
8961,A,Ship,3,206,3,low,F,3,5746,1,0
8962,B,Ship,6,257,6,low,F,7,4265,0,0
8963,C,Ship,4,185,5,low,F,9,5648,0,0
8964,F,Ship,5,183,5,high,F,8,4820,0,0
8965,D,Ship,5,185,3,medium,F,7,4855,1,0
8966,F,Ship,3,178,3,low,F,7,4135,0,1
8967,A,Ship,4,258,3,high,M,10,4958,1,0
8968,B,Ship,4,238,4,medium,F,10,4860,0,0
8969,C,Ship,3,209,2,low,M,9,5203,0,0
8970,F,Ship,2,260,2,low,F,1,4547,0,0
8971,D,Ship,4,247,2,medium,F,9,4656,0,1
8972,F,Ship,3,261,3,low,M,2,5629,1,0
8973,A,Ship,4,243,4,low,F,1,5328,0,1
8974,B,Ship,5,160,4,medium,M,5,5841,0,0
8975,C,Ship,5,203,2,medium,F,2,4712,1,0
8976,F,Ship,3,220,4,low,F,5,5677,0,1
8977,D,Ship,3,233,3,medium,M,7,5838,0,0
8978,F,Ship,4,101,5,low,F,8,4192,0,0
8979,A,Ship,5,191,4,low,M,8,4566,1,0
8980,B,Ship,3,265,3,low,F,10,4093,1,0
8981,C,Ship,4,249,3,low,M,4,4811,0,0
8982,F,Ship,4,184,3,low,F,10,5705,1,0
8983,D,Ship,5,182,3,medium,F,10,5060,0,1
8984,F,Ship,5,198,2,high,M,3,5249,0,1
8985,A,Ship,3,110,4,medium,F,6,5474,1,0
8986,B,Ship,4,268,2,low,F,4,5280,1,0
8987,C,Ship,4,146,3,medium,F,10,5372,0,0
8988,F,Ship,5,235,2,low,F,10,4938,0,0
8989,D,Ship,5,270,3,low,M,3,5266,1,0
8990,F,Ship,4,174,2,low,F,1,4541,1,0
8991,A,Ship,4,239,4,low,F,10,5528,1,0
8992,B,Ship,3,236,4,high,F,9,4744,0,0
8993,C,Ship,4,162,2,medium,F,9,5345,1,1
8994,F,Ship,3,260,3,low,F,8,5215,0,0
8995,D,Ship,3,217,3,low,F,1,4177,1,0
8996,F,Ship,5,232,3,medium,M,3,4526,0,0
8997,A,Ship,4,260,3,medium,F,6,4221,0,1
8998,B,Ship,4,184,3,medium,F,5,5931,1,0
8999,C,Ship,5,145,4,low,M,4,4790,0,0
9000,F,Ship,5,189,2,medium,M,10,5248,0,0
9001,D,Ship,5,150,2,high,F,9,4446,0,0
9002,F,Ship,3,200,3,low,M,3,5739,0,0
9003,A,Ship,5,133,2,medium,M,1,4643,0,0
9004,B,Ship,4,260,3,low,M,4,5504,1,0
9005,C,Ship,4,195,2,medium,M,10,4640,0,0
9006,F,Ship,4,245,4,medium,M,4,5940,0,0
9007,D,Ship,6,166,4,low,M,10,5783,1,0
9008,F,Ship,3,245,4,low,M,8,5600,0,1
9009,A,Ship,6,130,5,low,M,3,5654,0,0
9010,B,Ship,3,204,4,low,M,6,4879,1,1
9011,C,Ship,4,210,3,low,M,8,5672,1,0
9012,F,Ship,3,264,4,medium,F,8,4324,0,1
9013,D,Ship,5,141,2,medium,F,1,4287,0,0
9014,F,Ship,3,162,3,medium,F,1,4432,0,1
9015,A,Ship,4,137,2,low,M,6,4055,1,1
9016,B,Road,4,141,2,low,F,8,4331,0,0
9017,C,Road,6,127,3,medium,F,7,5574,1,0
9018,F,Road,2,270,4,low,M,6,5585,0,0
9019,D,Road,3,185,4,medium,F,6,5322,0,0
9020,F,Road,4,241,3,low,M,6,5836,0,0
9021,A,Road,3,124,5,medium,M,10,5348,0,0
9022,B,Road,3,228,4,medium,M,6,4947,0,0
9023,C,Road,5,140,3,medium,M,4,4623,0,0
9024,F,Road,6,192,4,low,M,9,5239,1,0
9025,D,Road,4,253,5,low,F,3,4676,1,0
9026,F,Road,3,287,5,medium,F,9,5308,0,0
9027,A,Road,3,162,5,low,F,1,4240,1,0
9028,B,Road,3,156,3,low,M,4,4628,0,0
9029,C,Road,4,187,4,low,M,4,4757,0,0
9030,F,Road,6,171,3,low,F,1,4952,0,0
9031,D,Road,6,240,6,low,M,3,5967,1,0
9032,F,Road,3,250,4,medium,M,1,4717,0,0
9033,A,Road,4,180,4,high,F,10,5176,1,1
9034,B,Road,3,242,4,low,M,10,4809,1,0
9035,C,Road,3,162,4,medium,F,4,5683,0,0
9036,F,Road,5,210,3,medium,M,8,5906,1,1
9037,D,Road,4,189,2,medium,M,4,4122,0,0
9038,F,Flight,4,187,2,low,M,6,4316,1,1
9039,A,Flight,4,179,2,medium,F,7,4605,0,0
9040,B,Flight,2,199,2,low,F,10,5345,0,0
9041,C,Flight,5,158,4,medium,F,4,5687,1,0
9042,F,Flight,3,181,3,low,M,10,5276,1,0
9043,D,Flight,3,238,2,low,F,8,5769,0,1
9044,F,Flight,5,225,4,high,F,3,5274,1,1
9045,A,Flight,5,172,2,medium,F,3,4892,0,0
9046,B,Flight,4,199,3,low,M,4,4070,0,0
9047,C,Flight,4,248,3,high,F,10,4532,0,0
9048,F,Flight,3,226,3,low,F,5,5484,0,0
9049,D,Flight,4,177,3,medium,F,6,5215,0,0
9050,F,Flight,3,238,2,low,M,5,4349,1,0
9051,A,Flight,4,161,3,low,F,5,4732,0,1
9052,B,Flight,2,271,3,low,M,1,4537,0,0
9053,C,Flight,5,254,3,medium,F,8,5892,1,0
9054,F,Flight,4,238,2,low,M,1,5229,0,0
9055,D,Flight,5,169,3,medium,M,2,5942,1,1
9056,F,Flight,3,168,2,high,M,10,5334,1,0
9057,A,Flight,2,243,3,high,M,7,4486,0,1
9058,B,Flight,4,195,3,medium,M,7,4835,0,1
9059,C,Flight,3,227,3,high,M,5,4167,1,0
9060,F,Ship,3,199,3,medium,F,10,5768,1,0
9061,D,Ship,3,160,3,low,F,7,4468,0,0
9062,F,Ship,2,160,6,medium,F,9,4972,1,0
9063,A,Ship,4,251,4,low,F,10,5984,0,0
9064,B,Ship,6,225,4,low,M,6,5787,1,0
9065,C,Ship,4,260,4,low,F,5,5307,0,0
9066,F,Ship,4,263,3,medium,M,4,4935,1,0
9067,D,Ship,5,196,3,medium,M,7,4084,1,1
9068,F,Ship,4,184,2,medium,F,10,5959,0,0
9069,A,Ship,5,231,2,medium,F,6,5862,0,1
9070,B,Ship,3,153,2,low,M,7,5292,1,0
9071,C,Ship,3,173,2,low,F,7,4684,0,0
9072,F,Ship,3,159,3,low,F,3,5044,0,0
9073,D,Ship,5,137,2,low,M,7,5338,1,0
9074,F,Ship,3,249,2,medium,M,9,5987,1,0
9075,A,Ship,3,247,3,medium,M,10,4286,1,1
9076,B,Ship,3,205,3,high,M,3,4563,1,0
9077,C,Ship,3,209,3,medium,M,5,4999,0,0
9078,F,Ship,3,247,2,high,M,1,4242,0,0
9079,D,Ship,4,225,2,medium,F,2,4169,1,0
9080,F,Ship,3,150,10,low,M,2,5042,0,1
9081,A,Ship,5,210,7,medium,F,4,4525,1,0
9082,B,Ship,3,247,2,low,F,2,4677,0,0
9083,C,Ship,5,167,3,medium,M,9,4319,1,1
9084,F,Ship,4,233,3,medium,F,7,5604,1,1
9085,D,Ship,2,204,10,low,F,1,4709,0,1
9086,F,Ship,5,140,8,medium,M,2,4793,1,1
9087,A,Ship,6,218,6,high,M,8,5879,0,0
9088,B,Ship,3,250,3,low,M,9,4993,0,0
9089,C,Ship,3,225,4,low,M,10,4460,1,0
9090,F,Ship,7,308,4,medium,F,2,1504,0,0
9091,D,Ship,6,256,4,low,F,2,1163,0,1
9092,F,Ship,4,251,5,medium,M,2,1482,0,0
9093,A,Ship,5,270,5,medium,F,8,1862,0,0
9094,B,Ship,6,289,4,low,M,5,1600,1,1
9095,C,Ship,6,253,4,medium,F,9,1823,0,0
9096,F,Ship,7,305,4,medium,M,7,1813,0,0
9097,D,Ship,3,219,6,low,M,10,1116,0,0
9098,F,Ship,4,231,5,medium,M,8,1562,0,0
9099,A,Ship,6,298,4,medium,F,5,1804,0,1
9100,B,Ship,6,282,4,low,M,5,1364,1,1
9101,C,Ship,5,240,5,low,M,2,1400,1,0
9102,F,Ship,5,223,5,medium,M,4,1817,0,0
9103,D,Ship,4,226,5,low,M,1,1761,0,0
9104,F,Ship,5,253,5,low,M,6,1028,0,0
9105,A,Ship,6,249,4,low,M,10,1318,0,0
9106,B,Ship,6,294,4,medium,M,10,1628,1,1
9107,C,Ship,4,263,3,medium,F,8,5475,0,0
9108,F,Ship,5,196,3,medium,M,4,4868,1,0
9109,D,Ship,4,184,2,medium,F,2,4429,0,1
9110,F,Ship,5,231,2,medium,F,7,5491,1,0
9111,A,Ship,3,153,2,low,M,6,4996,0,0
9112,B,Ship,3,173,2,low,F,8,5492,0,0
9113,C,Ship,3,159,3,low,M,10,4358,1,0
9114,F,Ship,5,137,2,low,F,2,4077,1,0
9115,D,Ship,3,249,2,medium,F,1,5190,1,0
9116,F,Ship,3,247,3,medium,M,9,5383,0,0
9117,A,Ship,3,205,3,high,M,1,5851,1,0
9118,B,Ship,3,209,3,medium,F,5,5831,0,0
9119,C,Ship,3,247,2,high,F,8,4593,1,0
9120,F,Ship,4,225,2,medium,M,5,5714,1,0
9121,D,Ship,3,150,10,low,F,6,5580,0,0
9122,F,Ship,5,210,7,medium,F,4,4362,0,0
9123,A,Ship,3,247,2,low,M,7,5557,0,0
9124,B,Ship,5,167,3,medium,M,1,4314,0,1
9125,C,Ship,4,233,3,medium,F,2,4501,0,1
9126,F,Ship,2,204,10,low,F,4,4679,1,0
9127,D,Ship,5,140,8,medium,M,7,5437,0,0
9128,F,Ship,6,218,6,high,F,5,4352,1,0
9129,A,Ship,3,250,3,low,F,7,4760,0,0
9130,B,Ship,3,225,4,low,F,10,4080,1,0
9131,C,Ship,7,308,4,medium,M,6,1165,0,1
9132,F,Ship,6,256,4,low,F,9,1212,1,0
9133,D,Ship,4,251,5,medium,F,7,1381,0,1
9134,F,Ship,5,270,5,medium,M,10,1397,0,0
9135,A,Ship,6,289,4,low,M,3,1181,1,0
9136,B,Ship,6,253,4,medium,M,8,1899,1,1
9137,C,Ship,7,305,4,medium,F,6,1167,0,0
9138,F,Ship,3,219,6,low,M,1,1394,0,1
9139,D,Ship,4,231,5,medium,M,6,1231,0,0
9140,F,Ship,6,298,4,medium,F,8,1759,1,1
9141,A,Ship,6,282,4,low,M,7,1758,0,0
9142,B,Ship,5,240,5,low,M,6,1489,0,0
9143,C,Ship,5,223,5,medium,M,8,1132,0,1
9144,F,Ship,5,140,5,medium,M,2,1521,0,0
9145,D,Ship,5,268,5,medium,M,5,1365,0,0
9146,F,Ship,6,279,4,low,M,7,1090,1,0
9147,A,Ship,4,225,5,medium,F,6,1573,0,0
9148,B,Ship,6,296,4,medium,M,7,1515,0,0
9149,C,Ship,5,162,4,low,M,8,1311,0,1
9150,F,Ship,6,255,4,low,F,2,1218,1,1
9151,D,Ship,7,255,4,low,F,9,1367,0,1
9152,F,Ship,6,286,4,medium,M,6,1556,1,0
9153,A,Road,7,267,4,medium,M,8,1285,0,0
9154,B,Road,5,226,6,low,M,5,1078,0,0
9155,C,Road,6,285,4,medium,F,5,1631,1,1
9156,F,Road,6,276,4,low,F,5,1637,1,0
9157,D,Road,6,257,4,low,F,5,1565,1,0
9158,F,Road,6,287,4,medium,F,10,1811,1,0
9159,A,Road,6,283,5,low,F,10,1304,1,0
9160,B,Road,6,309,4,medium,M,2,1270,1,0
9161,C,Road,4,274,5,low,F,3,1637,1,0
9162,F,Road,7,244,4,medium,F,4,1953,1,0
9163,D,Road,5,222,6,low,M,9,1656,0,0
9164,F,Road,6,264,4,low,M,5,1900,0,0
9165,A,Road,4,232,5,medium,M,3,1197,0,0
9166,B,Road,5,227,6,medium,F,6,1620,0,0
9167,C,Road,6,294,3,medium,M,7,1455,0,0
9168,F,Road,6,260,4,low,F,1,1883,0,0
9169,D,Road,4,260,5,low,F,8,1756,0,0
9170,F,Road,6,277,5,low,F,2,1190,1,0
9171,A,Road,5,257,5,low,F,7,1451,1,0
9172,B,Road,5,271,6,low,M,6,1450,1,1
9173,C,Road,6,308,4,low,F,7,1260,1,0
9174,F,Road,7,281,4,medium,F,2,1291,0,0
9175,D,Flight,5,307,5,low,M,8,1903,0,0
9176,F,Flight,5,224,5,medium,M,9,1643,1,0
9177,A,Flight,5,233,6,medium,F,4,1924,1,1
9178,B,Flight,3,179,2,medium,M,5,1340,0,0
9179,C,Flight,4,267,5,medium,F,9,1538,0,0
9180,F,Flight,5,218,6,low,F,6,1519,1,0
9181,D,Flight,7,302,4,medium,F,7,1915,0,0
9182,F,Flight,7,247,4,medium,M,5,1060,0,0
9183,A,Flight,6,266,4,medium,F,8,1547,0,0
9184,B,Flight,5,247,5,low,M,10,1562,1,0
9185,C,Flight,4,219,5,low,F,8,1702,1,0
9186,F,Flight,7,287,4,medium,M,9,1150,1,0
9187,D,Flight,6,297,5,low,F,5,1657,0,0
9188,F,Flight,5,273,5,medium,M,4,1597,1,1
9189,A,Flight,5,219,5,low,M,6,1234,0,1
9190,B,Flight,5,232,5,medium,F,7,1069,1,0
9191,C,Flight,4,264,5,low,M,3,1782,0,0
9192,F,Flight,6,266,4,low,F,9,1106,1,0
9193,D,Flight,7,280,5,low,M,10,1199,1,0
9194,F,Flight,7,264,4,medium,M,6,1265,0,0
9195,A,Flight,4,258,5,low,F,8,1878,0,0
9196,B,Flight,5,236,5,low,M,8,1441,0,0
9197,C,Ship,5,262,5,low,M,2,1304,0,1
9198,F,Ship,5,255,6,medium,F,1,5874,0,0
9199,D,Ship,4,267,4,low,F,8,5219,1,0
9200,F,Ship,4,240,4,low,M,10,5965,1,0
9201,A,Ship,4,215,2,high,F,10,4061,1,0
9202,B,Ship,5,252,5,low,M,9,4135,0,1
9203,C,Ship,4,136,2,medium,M,4,5512,0,1
9204,F,Ship,3,225,4,medium,F,9,5575,0,0
9205,D,Ship,3,187,6,low,F,2,4549,0,0
9206,F,Ship,4,144,3,low,M,6,4137,1,0
9207,A,Ship,3,226,2,low,M,10,4254,0,0
9208,B,Ship,5,229,3,low,F,3,4916,0,0
9209,C,Ship,3,255,3,low,M,4,4628,1,0
9210,F,Ship,5,227,5,medium,F,9,4990,0,0
9211,D,Ship,5,248,3,medium,M,6,5081,1,0
9212,F,Ship,3,151,2,low,F,3,4759,0,0
9213,A,Ship,4,188,3,medium,M,8,4125,0,1
9214,B,Ship,4,160,2,medium,M,3,4304,1,0
9215,C,Ship,4,156,3,low,F,1,5361,0,0
9216,F,Ship,3,162,3,medium,M,7,5313,0,0
9217,D,Ship,4,270,3,low,F,4,5888,0,0
9218,F,Ship,4,200,4,medium,F,2,4947,0,1
9219,A,Ship,3,224,4,medium,M,10,4147,0,0
9220,B,Ship,4,146,4,medium,M,7,4953,1,0
9221,C,Ship,5,156,3,low,F,6,5231,1,0
9222,F,Ship,4,235,3,medium,F,4,5748,1,0
9223,D,Ship,4,231,3,medium,M,5,4118,1,0
9224,F,Ship,4,141,2,low,F,10,5907,1,1
9225,A,Ship,3,178,4,medium,M,9,5727,1,0
9226,B,Ship,5,244,6,high,F,3,4089,0,0
9227,C,Ship,4,247,2,medium,M,7,4955,1,0
9228,F,Ship,3,132,3,medium,F,5,5978,0,0
9229,D,Ship,4,190,3,medium,M,6,4671,1,1
9230,F,Ship,3,113,5,medium,M,1,5993,0,0
9231,A,Ship,5,253,2,high,F,3,4851,0,1
9232,B,Ship,4,235,3,medium,F,4,4739,0,0
9233,C,Ship,3,264,2,low,M,6,4102,0,0
9234,F,Ship,3,286,6,medium,M,3,4424,0,1
9235,D,Ship,4,141,3,medium,F,3,4249,0,0
9236,F,Ship,4,243,3,low,M,3,5703,0,0
9237,A,Ship,5,209,4,low,F,10,5461,0,0
9238,B,Ship,4,246,2,medium,F,2,4633,1,0
9239,C,Ship,4,257,3,medium,M,1,5717,1,0
9240,F,Ship,4,217,2,medium,F,8,4907,1,0
9241,D,Ship,4,246,3,low,M,9,5041,0,0
9242,F,Ship,4,166,6,low,F,6,4100,1,0
9243,A,Ship,3,183,2,low,F,3,5189,0,0
9244,B,Ship,4,136,2,medium,M,4,5923,1,1
9245,C,Ship,4,224,2,low,M,10,4653,1,0
9246,F,Ship,4,174,3,medium,M,2,4069,1,0
9247,D,Ship,4,209,3,medium,F,4,4809,0,1
9248,F,Ship,4,256,2,medium,F,3,4679,1,0
9249,A,Ship,4,231,4,medium,M,9,5194,0,0
9250,B,Ship,2,228,2,low,F,2,5435,0,0
9251,C,Ship,4,198,3,medium,M,10,5487,1,0
9252,F,Ship,5,223,3,medium,F,3,4382,0,1
9253,D,Ship,3,257,4,medium,F,8,4780,0,0
9254,F,Ship,4,265,3,low,M,10,4741,0,0
9255,A,Ship,3,258,3,medium,F,7,4068,1,0
9256,B,Ship,3,272,3,low,M,7,5657,1,0
9257,C,Ship,5,273,4,medium,M,1,5119,0,0
9258,F,Ship,3,287,5,high,M,1,5263,1,1
9259,D,Ship,5,176,4,low,F,1,4270,1,0
9260,F,Ship,5,136,3,medium,M,4,5413,0,0
9261,A,Ship,3,204,2,low,F,1,4025,1,1
9262,B,Ship,4,213,3,medium,M,2,5432,1,0
9263,C,Ship,3,160,3,low,M,1,4769,0,0
9264,F,Ship,3,148,2,medium,F,9,5095,1,1
9265,D,Ship,4,255,4,medium,F,10,4740,0,0
9266,F,Ship,3,212,3,medium,M,10,5724,1,0
9267,A,Ship,3,217,3,medium,M,10,5439,0,0
9268,B,Ship,4,145,3,medium,F,7,5823,0,0
9269,C,Ship,3,170,3,high,F,6,5750,0,0
9270,F,Ship,3,244,3,high,F,5,5781,1,0
9271,D,Ship,3,151,4,medium,M,2,5016,0,0
9272,F,Ship,4,202,3,low,M,10,4454,0,0
9273,A,Ship,4,195,3,medium,M,2,4682,0,0
9274,B,Ship,3,150,3,medium,M,9,5852,0,0
9275,C,Ship,4,225,2,medium,F,10,5523,1,0
9276,F,Ship,4,142,4,medium,F,6,5027,0,1
9277,D,Ship,3,262,4,low,M,5,4782,0,0
9278,F,Ship,3,251,6,medium,M,10,4912,0,0
9279,A,Ship,5,221,2,medium,M,10,4255,1,1
9280,B,Ship,3,202,2,medium,F,7,5328,0,0
9281,C,Ship,4,216,4,medium,M,3,4750,0,0
9282,F,Ship,4,239,3,low,F,4,5916,0,0
9283,D,Ship,2,192,3,low,M,4,5524,0,0
9284,F,Ship,3,185,2,medium,M,5,4574,0,0
9285,A,Ship,5,235,3,low,M,3,4411,1,0
9286,B,Ship,3,253,2,low,M,8,5608,0,0
9287,C,Ship,3,180,3,low,M,2,5659,1,0
9288,F,Ship,3,150,2,medium,M,10,5187,0,1
9289,D,Ship,4,168,6,medium,F,9,4030,0,0
9290,F,Road,5,274,3,medium,F,1,4030,0,0
9291,A,Road,3,179,3,medium,M,9,5224,1,0
9292,B,Road,6,237,5,medium,M,3,5299,1,0
9293,C,Road,3,160,3,low,M,10,4602,0,0
9294,F,Road,4,225,2,low,M,4,4102,0,0
9295,D,Road,4,217,2,low,M,4,5539,0,0
9296,F,Road,3,263,3,medium,M,1,4645,0,1
9297,A,Road,4,128,6,medium,F,3,5459,0,0
9298,B,Road,3,167,3,low,F,8,4420,0,0
9299,C,Road,3,221,2,low,F,10,4312,0,0
9300,F,Road,3,173,2,low,M,5,4703,0,0
9301,D,Road,4,149,6,low,F,6,4904,0,0
9302,F,Road,3,234,2,medium,F,8,5241,1,1
9303,A,Road,3,237,3,medium,M,6,4918,0,0
9304,B,Road,2,269,4,low,M,2,4267,1,0
9305,C,Road,3,182,3,high,M,5,4183,1,1
9306,F,Road,6,199,4,medium,F,1,5204,0,0
9307,D,Road,4,264,4,low,F,6,4863,0,0
9308,F,Road,6,167,3,low,F,2,5761,1,1
9309,A,Road,4,155,3,medium,F,6,5778,1,0
9310,B,Road,5,274,2,high,F,8,4647,1,0
9311,C,Road,4,213,5,low,M,10,5492,0,0
9312,F,Flight,3,204,2,high,M,8,4562,1,0
9313,D,Flight,5,259,2,medium,M,7,4764,0,0
9314,F,Flight,3,174,3,medium,F,2,4972,0,0
9315,A,Flight,3,230,2,low,F,4,4387,1,0
9316,B,Flight,5,260,4,low,M,4,5911,1,0
9317,C,Flight,4,176,2,low,F,1,4155,0,1
9318,F,Flight,5,217,2,medium,F,6,4120,1,0
9319,D,Flight,4,219,3,low,F,9,5703,0,0
9320,F,Flight,4,189,3,medium,M,5,4133,0,0
9321,A,Flight,4,252,4,low,F,7,5459,1,0
9322,B,Flight,3,189,3,medium,F,2,4152,1,0
9323,C,Flight,5,159,3,low,M,5,4930,0,0
9324,F,Flight,4,262,3,low,M,6,5381,0,0
