carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
15360,hyundi, IX20,2018,Manual,6071,Petrol,145,37.2,1.6,10987
15365,skoda, Kamiq,2019,Manual,3021,Petrol,145,49.6,1,15995
15372,vw, Amarok,2014,Automatic,40330,Diesel,260,35.3,2,15497
15374,merc, V Class,2018,Manual,24823,Diesel,145,46.3,2.1,19998
15375,ford, Edge,2019,Automatic,6429,Diesel,145,37.2,2,32900
15380,ford, Tourneo Custom,2018,Manual,20874,Diesel,145,44.1,2,22995
15388,ford, Grand Tourneo Connect,2018,Automatic,10703,Diesel,145,56.6,1.5,16298
15393,ford, Galaxy,2019,Manual,16764,Diesel,145,55.4,2,24399
15400,toyota, Land Cruiser,1998,Manual,100000,Diesel,265,23.9,4.2,19990
15404,hyundi, Santa Fe,2019,Automatic,6813,Diesel,145,39.2,2.2,33950
15406,ford, KA,2012,Manual,57000,Petrol,30,57.7,1.2,5495
15407,vw, Caravelle,2012,Automatic,114000,Diesel,325,34.4,2,16995
15409,hyundi, IX20,2013,Manual,15566,Petrol,145,45.6,1.4,5995
15410,skoda, Kamiq,2019,Semi-Auto,950,Petrol,145,45.6,1,21995
15411,toyota, Hilux,2019,Manual,10239,Diesel,265,40.4,2.4,22995
15413,audi, A7,2017,Automatic,39309,Diesel,145,52.3,3,24490
15414,bmw, Z4,2020,Semi-Auto,1801,Petrol,150,33.2,3,44300
15415,vw, Caddy Maxi Life,2019,Automatic,13194,Diesel,145,44.1,2,19490
15416,ford, KA,2016,Manual,27003,Petrol,145,57.7,1.2,7495
15420,hyundi, I40,2015,Manual,43492,Diesel,30,62.8,1.7,8995
15423,toyota, Verso,2011,Manual,105000,Diesel,145,53.3,2,3990
15430,audi, A7,2017,Semi-Auto,24592,Diesel,145,52.3,3,25400
15431,ford, Grand C-MAX,2017,Semi-Auto,17367,Diesel,30,58.9,1.5,12498
15434,merc, GLS Class,2018,Automatic,18500,Diesel,145,37.2,3,43289
15436,bmw, X4,2017,Automatic,35351,Diesel,200,47.1,3,24999
15437,ford, Grand Tourneo Connect,2016,Manual,29416,Diesel,30,64.2,1.5,11790
15440,hyundi, IX20,2017,Manual,27950,Petrol,125,50.4,1.4,8991
15443,bmw, 6 Series,2017,Semi-Auto,21083,Diesel,145,51.4,3,27500
15444,audi, R8,2019,Automatic,2369,Petrol,145,22.6,5.2,116000
15445,bmw, M4,2016,Semi-Auto,23212,Petrol,300,34,3,32998
15446,merc, CLS Class,2019,Semi-Auto,5428,Diesel,145,47.9,2.9,44498
15447,ford, Mustang,2019,Automatic,226,Petrol,145,22.1,5,42500
15452,audi, Q8,2019,Semi-Auto,9432,Diesel,145,33.6,3,53981
15454,hyundi, I800,2018,Manual,26283,Diesel,145,31.7,2.5,17495
15455,audi, A8,2019,Automatic,5000,Diesel,145,50.4,3,41990
15461,vauxhall, GTC,2017,Manual,11547,Petrol,165,47.1,1.4,10499
15462,ford, Galaxy,2016,Automatic,117000,Diesel,150,52.3,2,10792
15463,toyota, Land Cruiser,2014,Automatic,36137,Diesel,325,34.9,3,30442
15464,skoda, Scala,2020,Manual,3543,Petrol,145,49.6,1,18250
15465,merc, CLS Class,2019,Automatic,2426,Diesel,145,45.6,2,37990
15467,vw, Arteon,2019,Semi-Auto,10541,Diesel,145,50.4,2,26250
15470,hyundi, Santa Fe,2019,Semi-Auto,17568,Diesel,150,39.8,2.2,35490
15471,merc, GL Class,2014,Automatic,43632,Diesel,145,55.4,2.1,14899
15473,bmw, M4,2015,Semi-Auto,41120,Petrol,300,34,3,30662
15479,ford, Galaxy,2018,Automatic,8878,Diesel,145,52.3,2,18741
15481,hyundi, IX35,2016,Manual,34292,Diesel,150,53.3,1.7,9500
15483,hyundi, Getz,2007,Manual,81400,Petrol,125,51.4,1.1,2195
15487,hyundi, I40,2016,Manual,48687,Diesel,30,65.7,1.7,8995
15489,toyota, Verso,2011,Manual,29761,Diesel,145,53.3,2,7995
15496,skoda, Roomster,2014,Manual,53850,Petrol,150,49.6,1.2,5350
15499,vw, CC,2013,Manual,30000,Diesel,30,60.1,2,10500
15500,bmw, M4,2015,Semi-Auto,40000,Petrol,305,34,3,28500
15506,skoda, Rapid,2014,Manual,50585,Petrol,125,52.3,1.2,6285
15507,toyota, Hilux,2018,Manual,13099,Diesel,260,40.4,2.4,20998
15509,bmw, Z4,2019,Automatic,1682,Petrol,145,38.7,2,31500
15511,merc, X-CLASS,2020,Automatic,303,Diesel,265,35.8,2.3,31991
15512,ford, Edge,2017,Manual,23577,Diesel,150,48.7,2,19500
15513,vw, Scirocco,2016,Manual,27916,Diesel,20,55.4,2,13850
15514,vw, Scirocco,2014,Semi-Auto,56679,Diesel,145,50.4,2,11490
15516,vw, Amarok,2016,Automatic,29218,Diesel,260,35.3,2,16998
15519,ford, Grand Tourneo Connect,2017,Manual,27354,Diesel,125,61.4,1.5,11499
15520,ford, Galaxy,2016,Manual,27716,Diesel,125,56.5,2,15498
15521,vw, Amarok,2018,Automatic,6200,Diesel,260,36.2,3,27295
15527,hyundi, IX35,2014,Manual,43440,Diesel,145,53.3,1.7,8595
15529,bmw, 7 Series,2014,Automatic,39554,Diesel,160,50.4,3,14500
15536,merc, CLA Class,2017,Automatic,11574,Petrol,145,40.9,2,30748
15539,vw, Beetle,2013,Manual,16969,Petrol,235,37.2,2,10999
15543,ford, Edge,2017,Manual,20306,Diesel,200,47.9,2,20700
15547,audi, A8,2018,Automatic,9756,Petrol,145,37.7,3,42000
15548,merc, CLA Class,2020,Automatic,4308,Petrol,145,44.1,1.3,28900
15550,ford, KA,2008,Manual,76000,Petrol,205,43.5,1.3,795
15566,vw, Shuttle,2015,Automatic,26146,Diesel,325,35.3,2,17895
15568,merc, CLS Class,2014,Automatic,32757,Diesel,145,54.3,2.1,14000
15575,toyota, IQ,2012,Manual,72498,Petrol,0,64.2,1,2495
15579,merc, V Class,2019,Automatic,2000,Diesel,145,36.7,2,46500
15581,ford, KA,2017,Manual,27458,Petrol,145,57.7,1.2,7800
15583,vw, California,2018,Automatic,7865,Diesel,260,44.1,2,54999
15588,bmw, M4,2016,Semi-Auto,27817,Petrol,305,34,3,31491
15595,bmw, Z4,2020,Semi-Auto,103,Petrol,145,37.2,2,33850
15597,hyundi, Santa Fe,2019,Automatic,12000,Diesel,145,39.2,2.2,31995
15599,vw, Scirocco,2014,Manual,51676,Diesel,30,62.8,2,9980
15602,toyota, Prius,2016,Automatic,29608,Hybrid,0,85.6,1.8,18999
15603,merc, CLS Class,2007,Automatic,90000,Diesel,300,27.7,3,4395
15606,hyundi, I40,2016,Manual,47613,Diesel,20,67.3,1.7,8490
15607,hyundi, Santa Fe,2019,Automatic,6363,Diesel,145,42.8,2.2,33995
15608,vw, Scirocco,2015,Automatic,116520,Diesel,30,57.6,2,9795
15609,ford, Grand C-MAX,2016,Semi-Auto,24512,Diesel,30,58.9,1.5,10250
15611,vw, Amarok,2015,Manual,56371,Diesel,260,35.3,2,16495
15614,toyota, Prius,2016,Automatic,19573,Hybrid,0,85.6,1.8,18995
15615,skoda, Rapid,2018,Manual,9786,Petrol,150,61.4,1,10800
15619,merc, V Class,2019,Automatic,5322,Diesel,145,45.6,2,39580
15620,merc, CLA Class,2016,Automatic,13379,Diesel,20,67.3,2.1,18250
15623,bmw, 6 Series,2019,Automatic,9000,Diesel,145,42.2,2,52500
15624,skoda, Yeti,2012,Manual,80550,Diesel,200,46.3,2,6500
15625,hyundi, Santa Fe,2015,Manual,50715,Diesel,200,46.3,2.2,15000
15626,vw, Scirocco,2016,Manual,39081,Diesel,20,55.4,2,13340
15627,audi, RS6,2017,Automatic,19980,Petrol,145,29.4,4,51950
15631,ford, Galaxy,2017,Manual,39616,Diesel,145,56.5,2,16950
15632,toyota, GT86,2014,Manual,24667,Petrol,265,36.2,2,13495
15634,vauxhall, Combo Life,2019,Manual,8309,Diesel,145,53.3,1.5,14754
15639,vw, CC,2016,Manual,25501,Diesel,30,62.8,2,12440
15641,hyundi, I40,2012,Automatic,68132,Diesel,200,47.1,1.7,7495
15645,ford, Grand C-MAX,2017,Automatic,24449,Diesel,30,58.9,1.5,10249
15648,skoda, Rapid,2015,Manual,71558,Diesel,0,67.3,1.6,6280
15649,ford, Grand C-MAX,2015,Manual,35000,Diesel,125,60.1,1.6,8990
15654,skoda, Rapid,2014,Manual,34200,Petrol,125,52.3,1.2,6682
15656,audi, RS5,2017,Automatic,8966,Petrol,145,32.5,2.9,43996
15661,audi, Q8,2019,Semi-Auto,7022,Diesel,150,33.6,3,51900
15664,merc, V Class,2019,Semi-Auto,6295,Diesel,145,36.7,2,44490
15665,hyundi, Santa Fe,2017,Semi-Auto,17354,Diesel,240,42.8,2.2,19495
15668,ford, Galaxy,2017,Manual,12000,Diesel,125,56.5,2,16489
15670,vw, Arteon,2018,Semi-Auto,9858,Petrol,145,47.1,2,22800
15671,ford, Grand Tourneo Connect,2017,Manual,45461,Diesel,150,64.2,1.5,13995
15675,ford, KA,2006,Manual,94400,Petrol,200,43.5,1.3,1095
15677,bmw, Z4,2020,Semi-Auto,10,Petrol,145,38.7,2,29980
15683,toyota, Hilux,2019,Automatic,10250,Diesel,260,2.8,2.4,27850
15687,ford, Edge,2017,Automatic,18810,Diesel,145,47.9,2,22030
15691,ford, Grand C-MAX,2017,Manual,33007,Diesel,30,64.2,1.5,10495
15692,hyundi, Santa Fe,2016,Semi-Auto,28000,Diesel,240,42.8,2.2,20495
15694,merc, M Class,2014,Semi-Auto,38833,Diesel,200,44.8,2.1,19662
15699,toyota, Verso,2016,Manual,20762,Petrol,205,41.5,1.6,11222
15700,skoda, Yeti,2016,Automatic,43074,Petrol,125,51.4,1.2,10495
15701,audi, A7,2019,Semi-Auto,4000,Diesel,145,35.8,3,47995
15702,bmw, Z4,2020,Semi-Auto,5,Petrol,145,38.2,2,28990
15703,vw, Shuttle,2018,Manual,24339,Diesel,145,47.1,2,18998
15704,vw, Caravelle,2019,Semi-Auto,12815,Diesel,145,33.6,2,33995
15707,ford, Galaxy,2017,Semi-Auto,26035,Diesel,150,52.3,2,19298
15708,vw, Caravelle,2019,Semi-Auto,4500,Diesel,145,33.6,2,41000
15709,merc, V Class,2018,Manual,26140,Diesel,145,46.3,2.1,19998
15710,ford, Grand C-MAX,2016,Automatic,28407,Diesel,30,58.9,1.5,9799
15714,merc, V Class,2019,Automatic,500,Diesel,145,36.7,2,46895
15717,merc, S Class,2015,Semi-Auto,30355,Diesel,165,51.4,3,24981
15718,vw, Jetta,2014,Automatic,28044,Diesel,145,53.3,2,9990
15731,ford, Mustang,2018,Manual,20847,Petrol,145,20.9,5,29998
15732,bmw, X4,2019,Semi-Auto,10,Diesel,145,40.9,3,40990
15733,audi, A8,2017,Semi-Auto,15072,Diesel,200,47.1,3,28995
15734,ford, Grand C-MAX,2017,Semi-Auto,22500,Diesel,30,58.9,1.5,11495
15738,merc, SLK,2014,Automatic,43955,Petrol,205,43.5,1.8,15990
15742,bmw, X4,2019,Semi-Auto,2740,Diesel,145,42.8,2,36980
15748,skoda, Scala,2020,Manual,651,Petrol,150,49.6,1,15000
15750,bmw, X6,2016,Semi-Auto,32711,Diesel,200,47.1,3,26990
15753,toyota, Hilux,2019,Manual,10663,Diesel,260,40.4,2.4,23990
15755,ford, Galaxy,2017,Manual,43155,Diesel,125,56.5,2,18000
15757,merc, CLS Class,2016,Automatic,16591,Diesel,165,51.4,3,20500
15762,hyundi, Santa Fe,2019,Semi-Auto,3580,Diesel,145,39.8,2.2,33970
15763,hyundi, I800,2018,Manual,30305,Diesel,145,31.7,0,15500
15765,audi, SQ5,2017,Automatic,22216,Petrol,145,34,3,36990
15766,merc, V Class,2019,Automatic,1099,Diesel,145,45.6,2.2,44990
15768,bmw, M4,2017,Semi-Auto,27806,Petrol,145,34,3,36820
15776,bmw, X6,2015,Semi-Auto,60930,Diesel,200,47.1,3,26462
15779,vauxhall, Antara,2014,Manual,39003,Diesel,235,44.1,2.2,6490
15785,vw, Tiguan Allspace,2019,Semi-Auto,2001,Diesel,145,39.2,2,29990
15788,audi, A8,2017,Automatic,4510,Diesel,145,50.4,3,33330
15790,bmw, 6 Series,2018,Automatic,14827,Petrol,145,42.8,2,27000
15792,audi, A7,2019,Semi-Auto,10,Diesel,145,38.2,3,43885
15793,vw, Caravelle,2012,Automatic,102000,Diesel,315,34.4,2,18995
15795,vw, Scirocco,2012,Manual,75000,Diesel,145,53.3,2,8475
15798,vauxhall, Zafira Tourer,2015,Manual,59455,Diesel,145,53.3,2,9350
15803,merc, GLS Class,2016,Automatic,41013,Diesel,300,37.2,3,37500
15805,skoda, Kamiq,2020,Semi-Auto,2000,Diesel,145,52.3,1.6,21495
15807,toyota, Hilux,2017,Manual,8441,Diesel,260,40.4,2.4,20995
15808,bmw, 6 Series,2014,Automatic,64674,Diesel,160,49.6,3,17000
15814,vauxhall, Antara,2014,Manual,6877,Diesel,240,44.1,2.2,8995
15815,vw, Scirocco,2017,Manual,3688,Diesel,145,53.3,2,17998
15820,ford, Mustang,2019,Automatic,26,Petrol,145,30.7,2.3,35950
15824,bmw, 8 Series,2020,Semi-Auto,5490,Petrol,145,31.7,3,59990
15826,vw, Caddy Maxi Life,2019,Automatic,12240,Diesel,145,44.1,2,18250
15827,merc, GL Class,2015,Automatic,14295,Diesel,125,55.4,2.1,19499
15830,hyundi, IX20,2016,Manual,12936,Petrol,125,50.4,1.4,9495
15831,audi, A8,2014,Semi-Auto,24786,Diesel,205,47.9,3,18998
15834,vw, Amarok,2019,Automatic,3655,Diesel,260,33.6,3,35995
15835,vw, CC,2016,Semi-Auto,39416,Diesel,125,56.5,2,10999
15836,vauxhall, Zafira Tourer,2016,Manual,19929,Petrol,200,42.2,1.4,9650
15838,vauxhall, Zafira Tourer,2016,Manual,28956,Petrol,200,42.2,1.4,10999
15840,merc, CLA Class,2020,Automatic,1200,Petrol,145,44.1,1.3,29498
15843,toyota, Avensis,2016,Manual,32626,Diesel,20,67.3,1.6,10868
15846,vw, Beetle,2016,Manual,50139,Petrol,150,48.7,1.4,13790
15850,hyundi, Santa Fe,2010,Manual,72000,Diesel,260,41.5,2.2,6995
15852,toyota, Avensis,2015,Manual,57995,Diesel,20,67.3,1.6,8776
15853,ford, KA,2014,Manual,14512,Petrol,30,57.7,1.2,4890
15856,ford, KA,2017,Manual,9770,Petrol,145,57.7,1.2,8600
15858,ford, Grand C-MAX,2013,Manual,59122,Diesel,125,57.7,1.6,6699
15860,hyundi, I800,2018,Automatic,36359,Diesel,145,28,2.5,15899
15863,vw, Arteon,2019,Automatic,4824,Diesel,145,37.7,2,32450
15869,toyota, Hilux,2018,Automatic,5006,Diesel,265,36.2,2.4,22498
15870,hyundi, I40,2016,Semi-Auto,25881,Diesel,125,56.5,1.7,11151
15873,ford, Tourneo Custom,2019,Manual,5100,Diesel,145,31.7,2,20990
15875,merc, CLS Class,2019,Automatic,7289,Diesel,145,48.7,2.9,35850
15877,ford, Grand C-MAX,2014,Manual,36441,Diesel,125,60.1,1.6,7650
15889,ford, Galaxy,2018,Manual,50638,Diesel,150,56.5,2,14285
15890,toyota, Avensis,2014,Manual,37618,Diesel,30,62.8,2,7498
15891,merc, V Class,2019,Automatic,3974,Diesel,145,45.6,2.2,38200
15892,skoda, Yeti,2016,Semi-Auto,21720,Petrol,125,51.4,1.2,11987
15893,bmw, X6,2018,Automatic,40000,Diesel,145,40.9,3,34990
15901,skoda, Kamiq,2019,Manual,1500,Petrol,145,47.1,1,18944
15907,ford, Galaxy,2017,Manual,33695,Diesel,125,56.5,2,18799
15910,vw, Tiguan Allspace,2020,Manual,407,Diesel,145,46.3,2,25950
15912,vw, Scirocco,2017,Semi-Auto,34690,Petrol,145,44.1,2,13963
15915,bmw, X6,2017,Semi-Auto,19311,Diesel,150,47.1,3,32990
15921,merc, CLS Class,2017,Automatic,37150,Diesel,145,57.7,2.1,20790
15922,toyota, Prius,2016,Automatic,36520,Hybrid,0,85.6,1.8,17995
15925,ford, Edge,2018,Automatic,11170,Diesel,145,47.9,2,25995
15928,vw, Scirocco,2016,Manual,27000,Diesel,20,55.4,2,15000
15929,merc, CLS Class,2016,Automatic,32232,Diesel,160,51.4,3,22480
15933,hyundi, I40,2014,Manual,51515,Diesel,30,62.8,1.7,7498
15934,vw, Scirocco,2015,Manual,43135,Diesel,20,55.4,2,12995
15935,audi, S3,2017,Manual,21000,Petrol,145,39.8,2,25450
15936,vw, Arteon,2019,Automatic,50,Petrol,145,40.4,1.5,24780
15941,vauxhall, GTC,2015,Manual,20123,Petrol,160,44.8,1.6,8998
15943,ford, Puma,2019,Manual,150,Petrol,150,50.4,1,21000
15946,bmw, X4,2016,Manual,23553,Diesel,160,52.3,2,19999
15950,ford, Galaxy,2016,Semi-Auto,27902,Diesel,145,52.3,2,17920
15959,ford, Galaxy,2016,Automatic,25000,Petrol,260,35.8,2,23000
15963,toyota, Hilux,2017,Manual,32000,Diesel,260,40.4,2.4,18250
15964,hyundi, IX35,2011,Manual,32148,Diesel,205,48.7,2,7990
15969,ford, Grand C-MAX,2017,Manual,8619,Diesel,30,64.2,1.5,14495
15972,bmw, 6 Series,2019,Semi-Auto,27713,Diesel,145,47.9,3,31412
15973,audi, Q8,2018,Automatic,11000,Diesel,150,33.6,3,50000
15978,ford, Grand Tourneo Connect,2019,Manual,4284,Diesel,145,61.4,1.5,19000
15981,audi, A8,2018,Semi-Auto,2146,Diesel,150,50.4,3,36950
15985,merc, V Class,2019,Automatic,101,Diesel,145,36.7,2,46895
15986,hyundi, Santa Fe,2019,Semi-Auto,1001,Diesel,145,39.8,2.2,32998
15987,vw, Caravelle,2019,Semi-Auto,14997,Diesel,145,33.6,2,39995
15988,toyota, Hilux,2018,Manual,17940,Diesel,265,40.4,2.4,19398
15989,hyundi, Santa Fe,2016,Semi-Auto,19201,Diesel,240,42.8,2.2,20681
15990,audi, A8,2017,Semi-Auto,6479,Diesel,145,50.4,3,38995
15991,bmw, M4,2019,Semi-Auto,101,Petrol,145,34,3,41980
15992,toyota, Hilux,2016,Automatic,93112,Diesel,260,36.2,2.4,20149
15994,skoda, Scala,2019,Manual,1000,Diesel,145,57.7,1.6,18995
15996,vw, Tiguan Allspace,2019,Automatic,5295,Diesel,145,38.7,2,30990
16011,hyundi, Santa Fe,2015,Manual,61798,Diesel,205,46.3,2.2,12999
16016,merc, M Class,2014,Automatic,27000,Diesel,205,44.8,2.1,20495
16018,audi, Q8,2019,Semi-Auto,7793,Diesel,145,32.8,3,66990
16021,merc, V Class,2019,Automatic,18,Diesel,145,36.2,2,45800
16023,toyota, Prius,2019,Automatic,2100,Hybrid,135,62.8,1.8,24990
16027,toyota, Prius,2017,Automatic,17753,Other,140,68.9,1.8,21490
16029,ford, Galaxy,2016,Manual,36136,Diesel,125,56.5,2,14999
16030,bmw, 6 Series,2016,Semi-Auto,21654,Diesel,200,49.6,3,22990
16034,vw, Arteon,2019,Semi-Auto,10583,Petrol,145,40.4,1.5,23676
16037,ford, Grand C-MAX,2017,Manual,21689,Diesel,145,61.4,2,12491
16042,bmw, M5,2019,Automatic,4359,Petrol,150,24.1,4.4,68850
16043,audi, A8,2018,Semi-Auto,11276,Diesel,145,48.7,3,41995
16044,merc, GL Class,2016,Automatic,19132,Diesel,330,36.2,3,34581
16046,merc, CLS Class,2016,Semi-Auto,33026,Diesel,165,51.4,3,20498
16052,bmw, X4,2019,Semi-Auto,3414,Diesel,145,37.2,3,42412
16057,ford, Galaxy,2018,Manual,37085,Diesel,145,56.5,2,18000
16062,merc, GL Class,2016,Automatic,34586,Diesel,125,56.6,2.1,16999
16063,bmw, i8,2019,Automatic,6000,Hybrid,140,141.2,1.5,67500
16064,vw, Caravelle,2018,Automatic,13107,Diesel,145,47.1,2,34999
16066,vw, Scirocco,2011,Manual,51206,Petrol,235,37.2,2,8699
16067,ford, Tourneo Connect,2016,Manual,16740,Diesel,30,64.2,1.5,13990
16070,hyundi, Santa Fe,2019,Semi-Auto,8000,Diesel,145,39.2,2.2,35456
16072,audi, RS6,2017,Automatic,15500,Petrol,325,29.4,4,54995
16073,vauxhall, Agila,2008,Manual,44000,Petrol,150,51.4,1.2,2000
16077,skoda, Scala,2019,Manual,4530,Petrol,145,49.6,1,14990
16080,vw, Shuttle,2019,Automatic,15132,Diesel,145,32.8,2,27950
16084,merc, CLS Class,2016,Automatic,27167,Diesel,125,57.7,2.1,19770
16086,hyundi, I40,2016,Semi-Auto,45518,Diesel,125,56.5,1.7,10995
16087,bmw, Z4,2020,Automatic,1784,Petrol,150,33.2,3,39990
16093,ford, Tourneo Connect,2017,Automatic,15852,Diesel,145,56.6,1.5,13950
16097,merc, GLS Class,2017,Automatic,7736,Diesel,150,37.2,3,38250
16099,merc, M Class,2013,Semi-Auto,62791,Diesel,300,39.2,3,15880
16101,vw, Jetta,2012,Automatic,72000,Diesel,30,65.7,1.6,5995
16103,vw, CC,2013,Manual,66559,Diesel,30,60.1,2,8380
16112,vw, Caravelle,2019,Semi-Auto,9893,Diesel,145,32.8,2,43194
16113,ford, Puma,2020,Manual,3198,Petrol,145,50.4,1,21500
16116,merc, M Class,2015,Semi-Auto,49283,Diesel,200,45.6,2.1,18490
16120,bmw, M3,2016,Semi-Auto,33000,Petrol,300,34,3,33750
16122,audi, A7,2017,Automatic,27647,Diesel,150,52.3,3,26490
16126,merc, M Class,2014,Automatic,73181,Diesel,300,39.2,3,17050
16127,toyota, Hilux,2018,Automatic,21622,Diesel,260,36.2,2.4,28850
16129,vauxhall, Combo Life,2019,Manual,1383,Diesel,145,50.4,1.5,16000
16130,skoda, Kamiq,2019,Semi-Auto,5690,Petrol,150,43.5,1.5,19490
16136,skoda, Rapid,2017,Manual,22149,Petrol,145,61.4,1,9295
16145,merc, M Class,2015,Semi-Auto,30198,Diesel,300,39.2,3,23249
16147,vauxhall, GTC,2018,Manual,4694,Petrol,145,47.1,1.4,9490
16152,ford, KA,2017,Manual,24239,Petrol,30,57.7,1.2,7425
16157,hyundi, I40,2019,Semi-Auto,9000,Diesel,145,54.3,1.6,21490
16158,ford, Tourneo Custom,2016,Manual,31250,Diesel,240,44.1,2,22495
16160,toyota, Land Cruiser,2019,Semi-Auto,8813,Diesel,145,30.1,2.8,47795
16161,vw, Caravelle,2019,Semi-Auto,8,Diesel,145,32.8,2,37944
16165,vw, Scirocco,2014,Semi-Auto,51756,Diesel,30,57.6,2,11298
16166,vauxhall, Antara,2013,Manual,67400,Diesel,235,44.1,2.2,5299
16167,audi, RS5,2019,Automatic,10000,Petrol,150,29.7,2.9,54500
16172,ford, KA,2019,Manual,5000,Petrol,145,47.9,1.2,10000
16174,vw, Scirocco,2016,Semi-Auto,16395,Diesel,30,57.6,2,15798
16176,toyota, Avensis,2017,Manual,35939,Diesel,145,67.3,1.6,10595
16181,bmw, 8 Series,2019,Semi-Auto,1600,Petrol,145,33.2,3,59790
16188,toyota, IQ,2009,Automatic,27292,Petrol,20,60.1,1,3995
16196,vw, Arteon,2018,Semi-Auto,21601,Diesel,145,50.4,2,21811
16197,vauxhall, Vivaro,2018,Manual,22036,Diesel,150,40.9,1.6,18500
16198,audi, A7,2018,Automatic,17087,Diesel,150,38.2,3,33950
16199,vauxhall, GTC,2017,Manual,13533,Petrol,145,47.1,1.4,11498
16203,audi, A7,2019,Semi-Auto,259,Diesel,145,38.2,3,42990
16206,skoda, Rapid,2013,Manual,51997,Petrol,30,56.5,1.2,5990
16207,ford, KA,2014,Manual,31599,Petrol,30,57.7,1.2,4499
16214,bmw, X6,2020,Semi-Auto,2950,Diesel,150,34.9,3,49975
16215,hyundi, I40,2016,Manual,38572,Diesel,20,67.3,1.7,8850
16216,audi, A8,2019,Semi-Auto,8613,Petrol,145,37.7,3,41000
16217,skoda, Yeti,2014,Manual,22967,Petrol,160,46.3,1.2,10299
16225,vw, Shuttle,2019,Semi-Auto,10000,Diesel,150,32.8,2,31950
16226,vw, Arteon,2019,Semi-Auto,7891,Diesel,145,50.4,2,23240
16227,toyota, Verso,2017,Manual,15558,Petrol,145,41.5,1.6,12998
16229,ford, Puma,2002,Manual,69000,Petrol,220,38.7,1.6,2695
16230,bmw, M5,2019,Automatic,123,Petrol,145,26.9,4.4,68930
16232,vw, Beetle,2014,Automatic,26228,Petrol,145,47.9,1.2,9280
16233,merc, CLS Class,2019,Automatic,4263,Diesel,145,48.7,2.9,44995
16235,merc, CLS Class,2016,Semi-Auto,33063,Diesel,165,51.4,3,21691
16237,vw, Scirocco,2014,Manual,70000,Diesel,20,55.4,2,9975
16242,ford, Grand C-MAX,2018,Manual,4354,Petrol,145,54.3,1,13950
16246,hyundi, IX35,2013,Manual,65900,Diesel,150,48.7,1.7,7990
16252,bmw, M4,2017,Semi-Auto,60584,Petrol,150,34,3,29991
16253,hyundi, Santa Fe,2019,Semi-Auto,3122,Diesel,145,39.8,2.2,33998
16255,bmw, 7 Series,2019,Semi-Auto,7315,Diesel,145,42.2,3,48995
16259,vw, Caravelle,2019,Semi-Auto,17600,Diesel,145,33.6,2,55990
16260,ford, Edge,2019,Semi-Auto,1537,Diesel,150,37.2,2,33591
16263,vw, Caravelle,2019,Automatic,5691,Diesel,145,33.6,2,51994
16264,hyundi, Santa Fe,2019,Semi-Auto,5299,Diesel,145,39.8,2.2,29690
16272,skoda, Yeti,2017,Semi-Auto,22200,Petrol,125,51.4,1.2,13999
16279,toyota, IQ,2013,Manual,41142,Petrol,0,64.2,1,4849
16280,merc, GLS Class,2019,Semi-Auto,10514,Diesel,145,37.2,3,47980
16288,toyota, Prius,2016,Automatic,18096,Hybrid,0,94.1,1.8,19500
16289,toyota, Prius,2019,Automatic,7620,Hybrid,135,64.2,1.8,22300
16290,vauxhall, Vivaro,2017,Manual,33918,Diesel,160,50.4,1.6,14999
16292,audi, RS6,2015,Automatic,28123,Petrol,555,28.8,4,43990
16295,merc, CLS Class,2017,Semi-Auto,12190,Diesel,150,57.7,2.1,21890
16297,skoda, Yeti,2016,Manual,13757,Petrol,125,51.4,1.2,11355
16298,ford, Galaxy,2016,Automatic,12181,Diesel,145,52.3,2,17995
16301,bmw, X4,2016,Automatic,31084,Diesel,145,54.3,2,21400
16302,vw, Scirocco,2016,Manual,38287,Petrol,125,52.3,1.4,13500
16307,vw, Caravelle,2019,Automatic,1000,Diesel,145,33.6,2,50999
16310,hyundi, Santa Fe,2018,Semi-Auto,13018,Diesel,145,42.8,2.2,22270
16311,merc, V Class,2019,Automatic,18349,Diesel,145,48.7,2.1,24750
16313,skoda, Kamiq,2019,Manual,1987,Petrol,145,47.1,1,18285
16314,bmw, X4,2016,Automatic,44572,Diesel,200,47.9,3,23995
16318,toyota, Camry,2019,Automatic,4600,Hybrid,135,52.3,2.5,29990
16319,vw, CC,2014,Semi-Auto,57954,Diesel,145,53.3,2,9580
16320,ford, Grand C-MAX,2017,Manual,37306,Petrol,30,54.3,1,11179
16324,merc, CLS Class,2017,Semi-Auto,27772,Diesel,145,57.7,2.1,21500
16325,vw, CC,2015,Manual,68345,Diesel,30,62.8,2,9000
16326,bmw, X4,2019,Automatic,4002,Diesel,145,42.8,2,37540
16327,skoda, Scala,2020,Semi-Auto,3000,Petrol,145,47.1,1,17450
16329,vw, Scirocco,2016,Semi-Auto,31269,Diesel,30,62.8,2,15991
16330,toyota, Land Cruiser,2020,Automatic,4,Diesel,145,30.1,2.8,47885
16334,hyundi, I800,2018,Automatic,34889,Diesel,145,28,2.5,15498
16339,vw, Amarok,2015,Automatic,49555,Diesel,260,35.3,2,16498
16342,ford, Edge,2017,Semi-Auto,24558,Diesel,200,47.9,2,23299
16343,toyota, Land Cruiser,2019,Semi-Auto,6254,Diesel,145,30.1,2.8,50995
